timestamp,channel_index,channel,setpoint,actual,error,command,kp,ki,kd,output_on,control_enabled,dry_run,armed,pid_enabled,status,interlocked,ok,message
1785208351.987970,0,TC1,100.000000,61.465243,38.534757,61.736857,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208352.115916,0,TC1,100.000000,61.558543,38.441457,61.906509,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208352.243430,0,TC1,100.000000,61.722591,38.277409,62.018989,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208352.369808,0,TC1,100.000000,61.840107,38.159893,62.167875,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208352.495914,0,TC1,100.000000,61.994143,38.005857,62.284323,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208352.621353,0,TC1,100.000000,62.092660,37.907340,62.443351,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208352.749709,0,TC1,100.000000,62.271500,37.728500,62.540826,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208352.874686,0,TC1,100.000000,62.397356,37.602644,62.676788,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208353.001681,0,TC1,100.000000,62.507055,37.492945,62.825661,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208353.129125,0,TC1,100.000000,62.657149,37.342851,62.943415,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208353.254642,0,TC1,100.000000,62.769092,37.230908,63.087434,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208353.380544,0,TC1,100.000000,62.918682,37.081318,63.202738,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208353.508096,0,TC1,100.000000,63.016750,36.983250,63.358819,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208353.633355,0,TC1,100.000000,63.190366,36.809634,63.451822,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208353.759964,0,TC1,100.000000,63.279942,36.720058,63.612623,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208353.886153,0,TC1,100.000000,63.448755,36.551245,63.706500,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208354.012142,0,TC1,100.000000,63.538150,36.461850,63.866441,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208354.140136,0,TC1,100.000000,63.705329,36.294671,63.963346,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208354.280356,0,TC1,100.000000,63.824665,36.175335,64.121304,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208354.405456,0,TC1,100.000000,63.941165,36.058835,64.255374,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208354.533387,0,TC1,100.000000,64.088808,35.911192,64.365413,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208354.661447,0,TC1,100.000000,64.184785,35.815215,64.518041,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208354.786905,0,TC1,100.000000,64.354895,35.645105,64.607283,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208354.913336,0,TC1,100.000000,64.441298,35.558702,64.762784,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208355.039368,0,TC1,100.000000,64.605012,35.394988,64.854947,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208355.165345,0,TC1,100.000000,64.690164,35.309836,65.009084,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208355.292573,0,TC1,100.000000,64.839370,35.160630,65.112018,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208355.418689,0,TC1,100.000000,64.947248,35.052752,65.248210,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208355.545998,0,TC1,100.000000,65.088247,34.911753,65.356234,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208355.672373,0,TC1,100.000000,65.180585,34.819415,65.503904,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208355.813401,0,TC1,100.000000,65.346176,34.653824,65.615903,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208355.941752,0,TC1,100.000000,65.471777,34.528223,65.735297,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208356.068784,0,TC1,100.000000,65.576062,34.423938,65.870358,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208356.194458,0,TC1,100.000000,65.714034,34.285966,65.975662,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208356.320052,0,TC1,100.000000,65.816799,34.183201,66.109529,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208356.444692,0,TC1,100.000000,65.952996,34.047004,66.212869,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208356.585670,0,TC1,100.000000,66.083359,33.916641,66.346062,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208356.709868,0,TC1,100.000000,66.172894,33.827106,66.485121,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208356.834750,0,TC1,100.000000,66.330391,33.669609,66.570257,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208356.962945,0,TC1,100.000000,66.413748,33.586252,66.718789,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208357.105745,0,TC1,100.000000,66.568983,33.431017,66.831856,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208357.232841,0,TC1,100.000000,66.692531,33.307469,66.945485,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208357.359877,0,TC1,100.000000,66.779712,33.220288,67.086021,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208357.497199,0,TC1,100.000000,66.933314,33.066686,67.191600,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208357.623559,0,TC1,100.000000,67.021938,32.978062,67.329112,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208357.748305,0,TC1,100.000000,67.176572,32.823428,67.409242,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208357.875393,0,TC1,100.000000,67.285337,32.714663,67.529737,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208358.000077,0,TC1,100.000000,67.381088,32.618912,67.657824,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208358.126281,0,TC1,100.000000,67.509834,32.490166,67.758498,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208358.267271,0,TC1,100.000000,67.608319,32.391681,67.909495,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208358.393265,0,TC1,100.000000,67.748193,32.251807,68.000623,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208358.521263,0,TC1,100.000000,67.848084,32.151916,68.125072,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208358.647790,0,TC1,100.000000,67.977814,32.022186,68.224000,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208358.788838,0,TC1,100.000000,68.101990,31.898010,68.348562,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208358.927724,0,TC1,100.000000,68.215865,31.784135,68.479221,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208359.069187,0,TC1,100.000000,68.319690,31.680310,68.620601,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208359.194271,0,TC1,100.000000,68.459420,31.540580,68.707185,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208359.321257,0,TC1,100.000000,68.545460,31.454540,68.838116,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208359.448496,0,TC1,100.000000,68.694588,31.305412,68.917899,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208359.575415,0,TC1,100.000000,68.799016,31.200984,69.031196,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208359.701796,0,TC1,100.000000,68.890254,31.109746,69.155200,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208359.829018,0,TC1,100.000000,69.014941,30.985059,69.252089,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208359.941013,0,TC1,100.000000,69.097317,30.902683,69.359282,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208360.065831,0,TC1,100.000000,69.199877,30.800123,69.470681,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208360.192178,0,TC1,100.000000,69.326939,30.673061,69.562897,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208360.318993,0,TC1,100.000000,69.420555,30.579445,69.681845,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208360.447127,0,TC1,100.000000,69.543627,30.456373,69.778629,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208360.575470,0,TC1,100.000000,69.654274,30.345726,69.883514,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208360.701658,0,TC1,100.000000,69.744995,30.255005,70.003161,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208360.829468,0,TC1,100.000000,69.866218,30.133782,70.097314,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208360.955984,0,TC1,100.000000,69.945796,30.054204,70.223858,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208361.080894,0,TC1,100.000000,70.086879,29.913121,70.299164,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208361.206794,0,TC1,100.000000,70.159787,29.840213,70.428641,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208361.335909,0,TC1,100.000000,70.297447,29.702553,70.508899,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208361.459554,0,TC1,100.000000,70.369256,29.630744,70.635966,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208361.586733,0,TC1,100.000000,70.504558,29.495442,70.714895,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208361.727746,0,TC1,100.000000,70.602823,29.397177,70.843988,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208361.851382,0,TC1,100.000000,70.695975,29.304025,70.950774,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208361.979448,0,TC1,100.000000,70.815603,29.184397,71.040649,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208362.120420,0,TC1,100.000000,70.903797,29.096203,71.175079,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208362.246538,0,TC1,100.000000,71.029893,28.970107,71.257348,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208362.372816,0,TC1,100.000000,71.108318,28.891682,71.378007,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208362.500977,0,TC1,100.000000,71.246481,28.753519,71.450211,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
1785208362.626253,0,TC1,100.000000,71.341841,28.658159,71.554918,0.800000,0.050000,0.000000,True,True,False,True,True,Ready,False,True,Safety checks passed
